fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2022-2023,Jan,31,UTTAR PRADESH,3171,CHANDAULI,3782182,210.210249177071,42,234,4163.00062688299,12650,1,22929,3730881,1136349,65478,21710,929,452.7626,12458.457473483,87499,118438,132845,200873,2670,218426,373900,35579,7842.6942466,1325085,37,66.2,64.78,109.02,NA
2022-2023,Jan,31,UTTAR PRADESH,3173,SANT RAVIDAS NAGAR,1743051,209.531569228383,39,54,1951.083295513,12268,13,14139,1728034,723672,41031,6641,355,259.89387,5831.753922513,43809,54775,72901,99796,1663,127922,226538,26407,3620.776757,836260,64,77.03,72.04,109.81,NA
2022-2023,Jan,31,UTTAR PRADESH,3175,BALRAMPUR,4020442,208.919241082342,45,103,3058.807464994,14939,1,18371,4004611,1011858,39695,62316,2885,613.41295,12038.623324494,87636,97729,130289,156001,4893,213900,289082,33310,8366.4029095,1531893,42,69.98,71.25,101.52,NA
2022-2023,July,31,UTTAR PRADESH,3118,ALIGARH,1928449,187.863210954546,24,166,2247.600195338,8141,1,22843,1891014,500676,43671,2230,233,74.93359,5875.053405338,76951,85851,137458,166757,148,234434,336540,30984,3552.51962,430493,22,77.49,86.59,101.41,NA
2022-2023,July,31,UTTAR PRADESH,3125,BAREILLY,2518459,190.920771868256,27,502,2539.385428755,5433,1,28267,2466509,530307,66699,1541,150,181.68808,7430.151529755,90257,106904,207114,290583,599,286558,462259,33700,4709.078021,482561,33,72.72,82.32,101.39,NA
2022-2023,July,31,UTTAR PRADESH,3129,SITAPUR,4711252,193.891668080368,30,351,6793.395556924,18652,3,51007,4597860,1836771,239235,3245,319,355.33162,16063.594626924,151476,186983,390461,568673,1711,665654,1278799,69659,8914.86745,1387984,57,56.25,54.05,104.72,NA
2022-2023,July,31,UTTAR PRADESH,3137,KANPUR NAGAR,953242,188.430230629675,29,120,411.622761261,3090,0,13684,946409,424957,41830,11337,1106,66.24702,2261.190442661,32002,37587,69463,96808,196,118048,279622,16774,1783.3206614,243039,35,82.62,91.41,104.61,NA
2022-2023,July,31,UTTAR PRADESH,3139,JHANSI,2397679,182.611816852841,44,155,2601.698201254,2845,0,19195,2381189,777052,69620,19326,1650,129.42298,7079.453676854,53156,76801,123017,196298,3799,177877,370318,22040,4348.3324956,918854,33,83.91,84.57,100.04,NA
2022-2023,July,31,UTTAR PRADESH,3144,PRATAPGARH,3056390,173.566436965339,31,103,1964.348914455,16627,60,55980,2980392,1267746,105538,8981,498,214.75638,7352.065496455,95923,103175,216883,248644,257,386051,583553,72607,5172.960202,1432959,52,65.39,68.79,110.4,NA
2022-2023,July,31,UTTAR PRADESH,3145,PRAYAGRAJ,3259694,182.660660800719,29,188,2987.515498371,15805,5,48997,3181867,1648878,192151,1764,174,263.33148,9062.866266371,108026,133068,278134,394437,835,472840,797242,64802,5812.019288,1421670,66,69.23,59.4,102.74,NA
2022-2023,July,31,UTTAR PRADESH,3151,SIDDHARTH NAGAR,6392351,197.861123433763,38,132,6696.016256173,7243,5,33236,6613385,1525791,80127,306,15,241.395,20022.729114173,172858,189555,284968,336686,1470,393814,596972,40479,13085.317858,3512728,29,65.61,75.18,103.43,NA
2022-2023,July,31,UTTAR PRADESH,3157,AZAMGARH,3495388,173.81978865374,28,149,4634.683694882,9276,24,44842,3404082,1272843,139364,7137,648,348.81547,10900.467302882,118370,125605,298836,347150,184,506988,728388,54118,5916.968138,1511143,56,66.28,69.5,103.73,NA
2022-2023,July,31,UTTAR PRADESH,3159,BALLIA,3201138,182.845030190165,33,142,2008.394516027,4959,10,40857,3213795,705929,56134,126089,9286,218.77164,8103.430594027,97365,109592,183637,230358,643,368224,542193,45816,5876.264438,1335728,40,79.63,79.81,100.4,NA
2022-2023,July,31,UTTAR PRADESH,3162,MIRZAPUR,2456951,185.385217842281,30,110,4584.55194913,5502,1,35732,2427582,1080732,125742,24913,3083,158.892,9243.82212813,78922,103618,192155,289049,756,319073,591069,41234,4500.378179,1153254,57,73.37,68.75,102.14,NA
2022-2023,July,31,UTTAR PRADESH,3167,AMROHA,1592339,176.102293210366,27,137,746.633874357,5158,1,11999,1562264,402475,43963,287,52,68.58247,3566.399074357,57128,67598,112537,157633,432,159570,280151,17157,2751.18273,355086,14,84.08,89.99,101.3,NA
2022-2023,July,31,UTTAR PRADESH,3168,KANNAUJ,1083187,169.457609646383,24,120,747.862525465,1896,6,14657,1056396,345237,42395,16,0,73.61706,2611.622995465,42379,47597,91275,117250,165,162330,248911,16553,1790.14341,185760,33,77.38,80.56,105.52,NA
2022-2023,July,31,UTTAR PRADESH,3174,SANT KABEER NAGAR,4527588,189.703054487174,36,111,2101.366726768,10316,13,57027,4476136,1529559,80465,5088,209,143.58536,10736.318801768,120977,136759,182541,220396,1261,243004,428805,67343,8491.366715,2316415,65,77.76,80.45,101.47,NA
2022-2023,July,31,UTTAR PRADESH,3176,SHRAVASTI,1387880,184.094381434775,33,102,762.922739406001,2741,0,11717,1372717,408408,37246,10771,1157,60.26139,3350.278999406,41380,50883,87582,124033,285,136596,236252,14458,2527.09487,506549,38,85.22,88.64,103.15,NA
2022-2023,July,31,UTTAR PRADESH,3178,AMBEDKAR NAGAR,2881572,181.132449426561,31,101,3834.668160969,9684,0,38509,2837705,1098766,90800,7962,515,146.71305,9121.385784969,89012,103393,166475,222460,534,280311,481226,48193,5140.004574,1247724,47,83.74,79.35,101.15,NA
2022-2023,July,31,UTTAR PRADESH,3179,MAHOBA,584147,179.208062881039,32,11,1596.260552343,1233,2,12709,568184,157134,31688,615,113,53.37086,2667.862952343,17260,25816,56110,102800,453,78746,209202,13942,1018.23154,227268,52,77.1,72.16,100.63,NA
2022-2023,July,31,UTTAR PRADESH,3182,HAPUR,83807,155.257786302048,21,10,1.3421718,37,1,1524,80815,27378,4542,0,4,1.73208,128.5458318,3791,4056,9565,10582,0,19875,24047,1561,125.47158,26006,15,31.67,72.8,104.11,NA
2022-2023,July,31,UTTAR PRADESH,3184,SAMBHAL,1237805,173.683697751538,24,141,1194.701318986,4070,61,15277,1249343,357583,40476,316,27,67.89145,3432.497888986,51357,58481,102035,129803,152,182513,293349,19347,2169.90512,308517,22,74.16,78.1,102.04,NA
2022-2023,Feb,31,UTTAR PRADESH,3114,MUZAFFARNAGAR,1005945,204.404406805389,43,23,548.297339189,2850,0,5942,974992,271626,14727,926,105,51.12495,2592.348903189,22403,24560,42904,48728,1365,110790,132689,8792,1992.926614,332615,19,68.31,78.98,113.4,NA
2022-2023,Feb,31,UTTAR PRADESH,3117,BULANDSHAHR,577114,198.745790978118,25,31,689.471580513,2531,45,8484,566046,103010,10900,590,54,43.94361,1858.407790513,22532,23956,46940,53027,413,79188,105392,11015,1124.9926,139950,24,73.49,79.67,109.99,NA
2022-2023,Feb,31,UTTAR PRADESH,3123,MAINPURI,3307912,203.603608776942,46,114,4478.743021879,15514,3,16306,3344992,890711,47655,6595,316,299.53171,11588.799157179,71644,84188,128863,168063,5929,194844,256355,31820,6810.5244253,1106828,27,52.6,55.14,116.59,NA
2022-2023,Feb,31,UTTAR PRADESH,3127,SHAHJAHANPUR,3583925,200.924208297537,34,282,5432.738961594,11334,0,29121,3582798,1109778,82022,941,74,641.46601,13272.913487994,102426,118583,192238,262048,3073,304533,452268,40455,7198.7085164,513822,41,48.09,49.83,120.92,NA
2022-2023,Feb,31,UTTAR PRADESH,3128,KHERI,6942371,202.652372114332,41,544,10479.955887502,40854,1,36033,7102731,2713757,179756,100017,7830,689.64413,25563.452873902,170139,208607,326120,459789,11760,548357,781883,76887,14393.8528564,1743291,60,58.74,55.89,103.79,NA
2022-2023,Feb,31,UTTAR PRADESH,3130,HARDOI,6538563,209.300345341738,44,199,6517.029555636,25208,1,36548,6543084,2269254,118018,8665,424,749.97293,20961.699893636,147313,158789,269632,325219,8566,487048,664115,61756,13694.697408,1243647,29,53.29,56.31,106.39,NA
2022-2023,Feb,31,UTTAR PRADESH,3138,JALAUN,6687358,204.382686427347,52,465,9945.473763899,14798,1,23011,6823449,2146379,84838,493,9,362.90995,24254.332087099,129162,182606,161178,243729,6942,249646,446426,37809,13945.9483732,2452133,39,57.37,59.68,107.6,NA
2022-2023,Feb,31,UTTAR PRADESH,3159,BALLIA,4955767,208.062364913132,43,169,3615.33123489,27059,8,31661,4977908,1066063,56269,198147,9333,679.05758,14651.54192289,113542,128393,184312,231093,6281,372092,492748,58720,10357.153108,2065349,46,64.67,64.26,100.65,NA
2022-2023,Feb,31,UTTAR PRADESH,3161,VARANASI,1934647,206.021805178628,35,145,2329.012587563,12216,3,15626,1954765,755778,55146,11670,969,310.53556,6666.790287563,55298,70709,95827,147176,2231,182667,288219,27842,4027.24214,957114,46,50.49,55.15,103.85,NA
2022-2023,Feb,31,UTTAR PRADESH,3166,HATHRAS,1446700,205.379361471532,38,33,994.587998584,3063,8,8408,1411699,475222,27043,1170,51,191.78409,4085.710480684,36773,43225,61583,80977,2421,98097,134570,11471,2899.3383921,270384,13,71.77,75.5,108.8,NA
2022-2023,Feb,31,UTTAR PRADESH,3173,SANT RAVIDAS NAGAR,1795127,200.691548772364,40,56,1972.736027578,13103,13,14399,1829817,764674,41051,7389,355,259.89387,5904.917974578,45498,56896,72944,99849,1831,128233,217851,27502,3672.288077,894717,65,75.64,70.12,111.99,NA
2022-2023,Feb,31,UTTAR PRADESH,3178,AMBEDKAR NAGAR,4586826,207.751107487472,41,128,6074.125275201,26948,0,34708,4531970,1721266,91131,13429,516,531.3595,16020.702641201,109544,129767,167522,223617,5758,285587,403441,61656,9415.217866,1987669,51,66.08,62.79,101.75,NA
2022-2023,Feb,31,UTTAR PRADESH,3180,KASHGANJ,2503978,201.805413090962,43,235,4654.670149493,4849,0,7033,2531319,534721,28967,1692,78,278.49579,10041.504704093,57685,68132,89773,125256,2910,126203,193516,11882,5108.3387646,576669,12,41.22,52.91,104.78,NA
2022-2023,Feb,31,UTTAR PRADESH,3181,AMETHI,4486454,203.316226979517,49,113,5659.733305688,15515,0,22251,4579400,1382133,69719,513,2,542.39859,15512.795193988,93296,113539,157733,215182,8382,263408,386307,37766,9310.6632983,1708895,48,50.66,52.15,105.97,NA
2022-2023,Feb,31,UTTAR PRADESH,3184,SAMBHAL,2668095,203.771063232172,39,226,2714.719687997,11631,33,11411,2735696,796719,40792,757,32,337.13299,8626.409503997,69610,81590,103609,131612,3479,185793,249195,23042,5574.556826,672445,23,60.87,64.95,103.33,NA
2022-2023,March,31,UTTAR PRADESH,3110,MORADABAD,3485238,211.257902853656,45,161,3238.548262117,10588,2,12086,3439903,693916,37901,2727,122,490.82043,10996.435630117,76087,90330,128073,173269,4738,191138,270725,22674,7267.066938,893323,31,73.9,72.96,102.57,NA
2022-2023,March,31,UTTAR PRADESH,3114,MUZAFFARNAGAR,1042914,210.067225805301,44,25,695.218765597,3520,0,5530,1009529,280489,14728,968,105,70.43363,2886.341959597,22881,25164,42912,48741,1407,110931,131104,9050,2120.689564,347190,20,64.13,72.32,113,NA
2022-2023,March,31,UTTAR PRADESH,3115,MEERUT,1022254,213.390862763678,50,26,534.333251945,1385,6,5200,962442,420714,13776,7175,152,16.60606,2604.702599345,19136,21695,26089,30979,863,60792,71141,6585,2053.7632874,367227,15,55.15,74,107.87,NA
2022-2023,March,31,UTTAR PRADESH,3119,MATHURA,2810180,209.119021692572,42,68,3649.446208588,14241,14,10990,2696453,706209,41331,4695,275,280.17892,9568.421262588,63221,79163,97381,133678,2461,154790,215373,25231,5638.796134,1002456,9,58.56,61.99,103.8,NA
2022-2023,March,31,UTTAR PRADESH,3120,AGRA,3855654,207.690947175858,45,159,7918.226365866,12195,0,16842,3808997,1111796,52305,16989,794,544.87148,16374.039793066,83188,105802,120104,167474,8136,201838,257312,29037,7910.9419472,1322696,38,57.77,59.78,103.47,NA
2022-2023,March,31,UTTAR PRADESH,3122,ETAH,2859587,212.5110495291,48,91,6012.363019883,7381,3,14700,2837120,568588,24310,909,44,451.24065,12492.797158283,59037,66804,89944,113211,4439,162246,198479,22081,6029.1934884,826500,32,53.44,52.09,104.81,NA
2022-2023,March,31,UTTAR PRADESH,3123,MAINPURI,3430909,210.118545131486,47,130,7004.582134328,17004,3,18915,3632885,972197,47672,7020,322,459.98256,15097.929802628,77127,91384,128945,168168,6462,195265,251866,35919,7633.3651083,1207830,34,53.48,54.74,115.46,NA
2022-2023,March,31,UTTAR PRADESH,3128,KHERI,7256265,214.057297961235,42,572,13640.335307242,46390,1,35270,7513323,2818019,179765,109382,7830,966.24018,30689.391688142,177296,218752,326146,459829,13270,548872,738692,81660,16082.8162009,1877468,62,57.59,52.55,103.58,NA
2022-2023,March,31,UTTAR PRADESH,3136,KANPUR DEHAT,2056531,211.825089211016,37,202,3185.243251529,12717,0,19847,2014045,850301,56176,1743,133,539.93509,7991.430959529,53565,63086,99507,132490,1829,164585,215722,32564,4266.252618,538384,47,57.55,63.12,107.3,NA
2022-2023,March,31,UTTAR PRADESH,3139,JHANSI,4144867,210.378551164074,56,240,7027.737264396,11637,0,18039,4088572,1311689,69920,35172,1653,471.45216,16100.667961296,72186,105003,123788,197375,11769,180507,281737,29676,8601.4785369,1536892,44,58.33,59.82,103.21,NA
2022-2023,March,31,UTTAR PRADESH,3158,JAUNPUR,10831782,211.66083186304,52,290,17046.33070427,55308,12,41736,11090191,4109731,127692,3270,5,1398.26121,41918.18244007,209577,220376,296140,324514,30661,513416,556453,97044,23473.5905258,5417507,45,59.31,61.37,100.28,NA
2022-2023,March,31,UTTAR PRADESH,3161,VARANASI,2004452,211.526769590802,35,154,3065.014334883,15233,3,13932,2028873,778425,55150,12076,970,376.60067,7733.224520883,57209,73521,95847,147208,2354,182901,276202,29165,4291.609516,996397,48,48.34,51.54,103.76,NA
2022-2023,March,31,UTTAR PRADESH,3162,MIRZAPUR,4439916,213.215007786868,42,168,9328.92692427701,24185,1,29724,4453652,1948366,126026,49613,3112,701.80523,19526.586612877,105814,140845,192974,290020,7350,322502,472985,53909,9495.8544586,2112752,64,62.74,56.44,102.33,NA
2022-2023,March,31,UTTAR PRADESH,3164,GAUTAM BUDDHA NAGAR,11229,215.725108225108,22,0,0,98,4,187,10626,3148,393,141,18,0,22.92295,468,481,987,1108,0,17019,19619,285,22.92295,1917,10,4.05,90.11,114,NA
2022-2023,March,31,UTTAR PRADESH,3170,KAUSHAMBI,2271986,209.601313050724,40,116,4000.505100914,10051,45,19161,2198468,1048495,67715,1422,76,337.36393,8945.886825914,54197,66262,97895,138032,2805,137518,187953,29212,4608.017795,1010945,66,64.54,71.1,101.95,NA
2022-2023,March,31,UTTAR PRADESH,3171,CHANDAULI,4053202,210.266079433199,44,240,6228.288346739,15748,1,21497,4047703,1224843,65483,23584,929,660.85159,15400.086341939,90882,123308,132869,200904,3429,218836,352463,37245,8510.9464052,1439739,39,62.86,59.85,110.04,NA
2022-2023,March,31,UTTAR PRADESH,3174,SANT KABEER NAGAR,6968421,211.648797053413,47,131,9524.03807283501,43950,12,36757,6763351,2304375,80514,7302,209,635.717,24474.306104835,143623,163532,182848,220732,7675,246185,289198,80707,14314.551032,3552282,65,54.82,55.64,101.96,NA
2022-2023,March,31,UTTAR PRADESH,3179,MAHOBA,1196955,211.659918112423,44,31,2916.37547247899,6521,1,12912,1215569,333468,31839,1747,113,257.06598,5746.313802479,27121,40750,56619,103617,2866,80502,142979,19433,2572.87235,468664,63,60.71,54.87,106.36,NA
2022-2023,March,31,UTTAR PRADESH,3180,KASHGANJ,2624220,211.301348870844,45,246,5196.452168295,5410,0,6859,2637102,555760,28969,1812,78,364.28496,11132.969225395,58537,69289,89808,125293,3427,126510,180149,12269,5572.2320971,603720,14,40.95,52.72,104.68,NA
2022-2023,March,31,UTTAR PRADESH,3182,HAPUR,225597,212.99081651723,40,10,28.57567862,521,0,1249,230087,103337,4741,0,4,7.92449,526.56434862,5657,6112,9845,10872,266,20332,23051,1770,490.06418,83850,17,36.05,52.83,105.28,NA
2022-2023,Dec,31,UTTAR PRADESH,3111,RAMPUR,3150517,205.659282505964,42,113,3725.11114239499,5867,3,17468,3085057,600135,35884,1548,58,382.89149,10452.708723495,72032,79660,115548,141206,2685,175771,225303,23335,6344.7060911,613020,22,51.81,55.6,102.97,NA
2022-2023,Dec,31,UTTAR PRADESH,3115,MEERUT,937489,206.052416064363,49,24,444.834793445,1117,7,5279,928241,407065,13760,6992,152,10.79134,2368.289140845,18634,21121,26046,30932,785,60105,80210,6396,1912.6630074,353922,13,59.85,81.87,107.48,NA
2022-2023,Dec,31,UTTAR PRADESH,3121,FIROZABAD,3040920,203.201064382615,42,91,2625.007714464,10071,6,14362,3000049,908640,29918,8055,104,208.44733,8929.586544464,70796,78394,86602,95702,3274,149216,192354,24433,6096.1315,1106435,22,69.61,72.32,100.17,NA
2022-2023,Dec,31,UTTAR PRADESH,3122,ETAH,2509333,208.765151709677,45,69,3818.533238893,6747,3,13084,2455084,490785,24244,804,44,304.58548,9248.478556093,53986,60761,89773,112991,3443,161282,223966,19831,5125.3598372,707273,26,63.76,64,102.99,NA
2022-2023,Dec,31,UTTAR PRADESH,3126,PILIBHIT,2945654,204.998731192855,31,334,2992.509543154,11340,1,9174,2866929,535580,47593,7482,602,466.83997,9336.517587354,91762,112773,163709,245291,3518,231451,349264,20514,5877.1680742,489794,20,52.84,62.8,101.67,NA
2022-2023,Dec,31,UTTAR PRADESH,3130,HARDOI,6246697,207.165363289334,43,188,6268.045383898,21718,2,37395,6078337,2106827,117871,7931,423,749.97293,19610.227241898,140988,151579,268990,324526,7436,483729,735191,59113,12592.208928,1152380,26,55.95,60.09,105.18,NA
2022-2023,Dec,31,UTTAR PRADESH,3134,FARRUKHABAD,2451237,205.901778241983,47,86,2677.389555652,7332,6,14665,2408896,520364,23117,630,0,314.34342,7951.692675652,51068,54327,79323,90629,4640,118112,144956,21997,4959.9597,457407,35,82.13,82.36,103.75,NA
2022-2023,Dec,31,UTTAR PRADESH,3154,GORAKHPUR,5329530,206.194286536021,46,143,4944.001844326,21838,50,25459,5218918,1840484,96760,7389,346,669.96444,16375.077019326,112217,123162,223701,274911,10741,359889,497327,47297,10761.110735,2323634,48,67.89,67.47,100.44,NA
2022-2023,Dec,31,UTTAR PRADESH,3159,BALLIA,4733476,207.683636718667,42,166,3518.825609896,21795,8,28483,4731991,1010625,56258,189096,9331,679.05758,14025.454187896,110307,124725,184210,230980,5804,370432,510503,50278,9827.570998,1954106,39,70.17,70.41,100.31,NA
2022-2023,Dec,31,UTTAR PRADESH,3160,GHAZIPUR,6983046,203.570519642417,37,220,6627.249145513,22868,0,30096,6886678,1700608,107053,66262,3561,713.88916,21360.384496213,183800,215198,291853,390801,3638,459740,631084,52964,14019.2461907,2855424,49,55.24,53.6,123.69,NA
2022-2023,Dec,31,UTTAR PRADESH,3167,AMROHA,3156823,200.045002941826,42,185,1381.640712195,11717,1,12123,3101815,783923,44285,912,52,301.38527,7888.051890195,73823,89586,114157,159515,6426,161770,249124,23840,6205.025908,713734,15,76.04,78.04,101.75,NA
2022-2023,Dec,31,UTTAR PRADESH,3180,KASHGANJ,2285895,201.116745501984,41,218,4593.856442043,4303,0,7323,2244045,475016,28915,1450,77,278.49579,9385.502503643,54669,64188,89554,125012,2285,124836,196065,11626,4513.1502716,507870,12,41.13,52.61,101.2,NA
2022-2023,Dec,31,UTTAR PRADESH,3182,HAPUR,211421,196.185581318607,37,10,2.6058718,183,0,1575,206066,88527,4733,0,4,3.85577,410.7334218,5453,5878,9835,10862,116,20320,23931,1758,404.27178,73683,16,34.37,52.59,104.7,NA
2022-2023,Dec,31,UTTAR PRADESH,3183,SHAMLI,464829,209.235174725787,42,9,161.930099069,2414,0,3773,460865,64778,4241,280,42,12.95827,1139.180057069,10777,12429,21408,25983,680,51806,63891,6187,964.291688,133697,13,70.85,86.63,100.94,NA
2022-2023,June,31,UTTAR PRADESH,3111,RAMPUR,1440388,172.755510865599,27,85,149.47864,995,8,18300,1414188,263763,35778,865,58,121.09382,2713.660164,52372,56986,114845,140397,71,173962,264069,19295,2443.087704,283623,22,65.24,69.92,102.55,NA
2022-2023,June,31,UTTAR PRADESH,3117,BULANDSHAHR,223085,160.078489540735,16,22,11.01065,535,258,7610,216411,40233,10703,148,54,13.96471,371.40282,12732,13287,45919,51904,0,76654,146319,8145,346.42746,47723,12,73.43,72.45,100.66,NA
2022-2023,June,31,UTTAR PRADESH,3119,MATHURA,1144086,145.096343850254,26,42,55.68699,3792,48,18374,1125583,307801,41250,2305,274,53.72037,1742.58714,42614,51885,97051,133287,77,153013,299519,22166,1633.17978,411349,8,71.73,72.55,100.76,NA
2022-2023,June,31,UTTAR PRADESH,3135,ETAWAH,885929,162.068913827331,23,46,68.31391,1076,0,17654,863905,330528,45007,742,126,83.46878,1551.90414,36646,40200,97386,119109,39,154645,255045,18730,1400.12145,210971,25,55.38,67.65,100.67,NA
2022-2023,June,31,UTTAR PRADESH,3136,KANPUR DEHAT,721855,175.373802974205,21,121,95.65331,2064,8,24942,701969,310417,55890,607,133,134.17835,1460.901391,32271,36638,98887,131776,19,162384,382805,27006,1231.069731,193650,41,73.35,76.7,103.42,NA
2022-2023,June,31,UTTAR PRADESH,3137,KANPUR NAGAR,734681,173.112852365878,26,106,21.72227,1522,1,14664,729391,331223,41798,8631,1105,62.15022,1346.542055,27984,32586,69396,96723,58,117934,282637,16186,1262.669565,194764,35,87.11,90.16,103.06,NA
2022-2023,June,31,UTTAR PRADESH,3145,PRAYAGRAJ,2386976,167.761200343132,25,154,212.83442,11624,15,51585,2329134,1225330,191932,1424,174,257.36328,4377.580856,90032,110097,277705,393929,211,471666,797380,63209,3907.383156,1052274,67,68.88,52.84,102.63,NA
2022-2023,June,31,UTTAR PRADESH,3146,BAHRAICH,4480257,165.104477564224,36,124,528.89714,10698,9,61497,4454203,980716,80116,35005,2114,363.45336,8246.4390928,123525,144296,259569,328899,1701,435401,700799,72195,7354.0885928,1779402,52,54.68,60.52,100.21,NA
2022-2023,June,31,UTTAR PRADESH,3150,SULTANPUR,2360194,161.735577388094,30,99,250.09818,14881,5,21584,2317947,723762,66831,4581,335,186.97667,4186.019814,76638,84420,179861,214703,350,277621,528857,36465,3748.944964,980700,51,61.45,56.03,100.95,NA
2022-2023,June,31,UTTAR PRADESH,3155,DEORIA,1935516,168.223708940602,30,66,107.12244,3911,14,32133,1954790,474039,43132,69536,6047,230.97479,3626.51747,64344,67696,147764,168660,100,226424,328845,36044,3288.42024,726385,31,83.29,81.19,100.03,NA
2022-2023,June,31,UTTAR PRADESH,3158,JAUNPUR,4235287,150.414038409405,28,186,114.4168,31752,16,43656,4186735,1602022,127200,1830,5,247.59926,6659.453251,146748,152823,294488,322823,85,502624,702967,75408,6297.437191,2039646,43,80.87,71.97,100.18,NA
2022-2023,June,31,UTTAR PRADESH,3166,HATHRAS,670055,175.454483863376,23,23,12.04232,465,13,8973,658595,218258,26673,559,51,64.24459,1231.821368,27510,31364,60640,79854,53,96186,142720,9438,1155.534458,114478,11,89.21,89.57,105.63,NA
2022-2023,June,31,UTTAR PRADESH,3167,AMROHA,1124329,158.256553897683,22,120,61.15078,3390,9,12114,1102283,286694,43892,199,52,68.16054,1873.74641,49070,57196,112142,157150,138,159094,280893,15504,1744.43509,248239,14,85.37,86.98,100.8,NA
2022-2023,June,31,UTTAR PRADESH,3170,KAUSHAMBI,878950,157.327114948737,25,56,112.95341,6859,46,15444,857243,446373,67635,426,74,55.20214,1516.83123,33643,39928,97555,137652,66,135237,303408,22303,1348.67568,400654,64,68.79,69.96,99.85,NA
2022-2023,June,31,UTTAR PRADESH,3171,CHANDAULI,1855087,141.168744427324,29,160,99.54158,2465,22,29371,1835967,601963,65422,10636,925,142.20161,2833.554752,63282,82909,132538,200505,252,217358,494826,31836,2591.811562,679464,37,76.48,72.97,107.53,NA
2022-2023,June,31,UTTAR PRADESH,3175,BALRAMPUR,1997193,158.733777310817,30,84,144.04533,1978,1,27089,1988269,507954,39478,28574,2879,197.18941,3497.2892268,65230,71455,129125,154751,201,210823,318744,29067,3156.0544868,745046,42,78.18,79.62,100.73,NA
2022-2023,June,31,UTTAR PRADESH,3179,MAHOBA,395546,158.6071785244,28,8,84.00823,1082,2,12606,383505,107528,31639,489,113,52.48678,744.76147,13356,19893,55923,102503,160,78496,210567,13688,608.26646,155246,52,74.34,66.72,100.74,NA
2022-2023,Nov,31,UTTAR PRADESH,3112,SAHARANPUR,1561816,202.284859955825,27,121,1212.389716607,8683,3,16007,1520306,716067,80990,2710,278,142.68568,4430.424259607,54595,63723,107122,154531,1238,167960,244957,24690,3075.348863,547907,26,63.6,74,103.5,NA
2022-2023,Nov,31,UTTAR PRADESH,3127,SHAHJAHANPUR,3075148,202.75010403182,32,235,4549.198041896,10330,0,22157,2981780,927947,81716,831,72,403.22928,10997.989373896,92723,105967,191326,260918,2051,297544,487215,32487,6045.562052,414064,30,52.95,56.28,114.84,NA
2022-2023,Nov,31,UTTAR PRADESH,3128,KHERI,5591984,201.162560714339,36,452,7389.917225146,37790,1,25562,5495654,2146908,179629,77499,7810,463.43095,18908.546489546,148993,179957,325653,459185,6819,546092,859256,63352,11055.1983144,1323612,54,64.64,63.38,101.25,NA
2022-2023,Nov,31,UTTAR PRADESH,3131,UNNAO,3206162,206.714703080679,41,161,1781.223803853,6310,1,21565,3114735,1177988,85588,3668,396,372.63359,8592.472600853,75233,84390,174277,219660,3787,269219,387506,27875,6438.615207,964918,33,75.16,79.21,100.42,NA
2022-2023,Nov,31,UTTAR PRADESH,3132,LUCKNOW,1215865,205.356141110297,35,78,2559.571678145,4600,5,9534,1180495,784348,73061,3185,308,179.30196,5163.092616145,32963,38661,80242,113198,1795,167880,329648,14134,2424.218978,346562,26,62.72,66.4,101.01,NA
2022-2023,Nov,31,UTTAR PRADESH,3141,HAMIRPUR,3131766,199.128140229544,48,84,3424.373245692,7150,0,15471,3074616,654808,47330,776,51,186.38794,9733.186845692,63912,93102,119081,195416,5620,171902,348373,22621,6122.42566,1247719,52,72.19,84.62,105.67,NA
2022-2023,Nov,31,UTTAR PRADESH,3146,BAHRAICH,7766544,203.299729634479,49,150,13929.099108262,34434,8,43033,7564648,1658122,80343,50328,2114,702.2892,30010.297240062,153209,181162,261326,330782,16142,439821,652794,77467,15378.9089318,3065779,51,55.94,61.64,100.41,NA
2022-2023,Nov,31,UTTAR PRADESH,3149,AYODHYA,3582611,205.182122671422,39,110,2924.796283874,11633,0,16719,3491294,1406094,92726,4911,363,455.71121,10544.018631774,87701,100335,174441,240215,3657,257997,397703,28352,7163.5111379,1547183,38,64.64,65.63,100.6,NA
2022-2023,Nov,31,UTTAR PRADESH,3152,MAHARAJGANJ,6242413,201.307203334844,39,509,5754.087964611,12886,0,30841,6141697,1402611,88555,31777,2034,426.57878,18544.345212611,155222,188994,265631,385453,7676,363526,593298,43727,12363.678468,2804389,28,68.17,76.81,100.2,NA
