fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2022-2023,Nov,31,UTTAR PRADESH,3154,GORAKHPUR,4909022,204.983149128138,44,133,3943.215112304,20734,53,25086,4752128,1691348,96713,6788,346,464.73818,14149.014917304,107742,117896,223447,274636,8287,359067,517058,45820,9741.061625,2112395,48,69.28,68.97,100.38,NA
2022-2023,Nov,31,UTTAR PRADESH,3155,DEORIA,3585633,202.941379141022,42,84,3666.236204377,14377,7,24984,3563885,844851,43304,122797,6092,443.22848,11342.062054377,83167,88372,148725,169711,4183,228263,311032,39361,7232.59737,1347535,30,72.2,72.6,99.96,NA
2022-2023,Nov,31,UTTAR PRADESH,3158,JAUNPUR,9188533,200.727533585227,46,266,6047.61543471101,49242,12,37813,9069687,3368389,127634,3165,5,631.43863,24884.413083711,194623,204240,295955,324328,12965,507252,673435,87055,18205.359019,4415546,40,71.43,72.63,100.14,NA
2022-2023,Nov,31,UTTAR PRADESH,3170,KAUSHAMBI,1791721,200.862130866727,37,96,2060.180434898,8995,45,15618,1740259,859478,67678,1077,74,142.20033,5697.902074898,46714,56970,97788,137915,1332,136341,272059,24613,3495.52131,790855,61,66.8,73.29,100.41,NA
2022-2023,Nov,31,UTTAR PRADESH,3174,SANT KABEER NAGAR,6038680,204.10315347551,43,125,3226.401044767,31739,13,41840,5799062,1982961,80514,6550,209,316.90211,15379.371568767,133978,152193,182818,220702,4004,244453,394283,73579,11836.068414,3027152,64,64.4,65.76,101.7,NA
2022-2023,Nov,31,UTTAR PRADESH,3183,SHAMLI,427051,202.750394903677,41,8,149.755848369,2331,0,3757,423521,59224,4238,252,31,7.83382,1016.280168369,10304,11857,21345,25901,535,51623,64403,6088,858.6905,122084,12,70.75,87.96,100.63,NA
2022-2023,Nov,31,UTTAR PRADESH,3184,SAMBHAL,2294810,195.861980621298,35,199,1797.919426683,9977,46,11445,2302631,669924,40709,628,28,176.90733,6484.805439683,64905,75522,103178,131112,2370,184700,275974,21422,4509.978683,566275,20,71.34,75.31,101.87,NA
2022-2023,Aug,31,UTTAR PRADESH,3117,BULANDSHAHR,362360,190.578014113849,19,26,577.280540803,793,103,8156,351853,62256,10747,330,54,21.48341,1269.318410803,17637,18520,46217,52217,24,77165,144672,8949,670.55446,77623,12,71.33,79.48,102.53,NA
2022-2023,Aug,31,UTTAR PRADESH,3121,FIROZABAD,1819620,190.234485105623,30,82,1809.945733058,7089,6,15752,1792455,565915,29792,4497,104,135.24517,5355.058443058,59272,65438,85509,94514,198,145714,239160,22841,3409.86754,633475,23,74.02,76.73,100.14,NA
2022-2023,Aug,31,UTTAR PRADESH,3122,ETAH,1465042,199.30188583872,32,48,2352.724203354,5331,3,12638,1432307,298607,24145,445,37,160.7845,5368.123565354,43444,48114,89105,112062,364,160092,238388,17969,2854.614862,396581,28,77.87,79.28,104.14,NA
2022-2023,Aug,31,UTTAR PRADESH,3123,MAINPURI,1934992,192.182874229124,35,66,2272.213666045,10962,3,15322,1900273,520408,47019,3975,304,185.98836,6110.201295645,53899,59979,125453,164260,530,186243,266645,26284,3651.9992696,487856,24,74,81.78,113.46,NA
2022-2023,Aug,31,UTTAR PRADESH,3124,BUDAUN,2526952,190.418883024512,32,316,1593.537446377,4062,4,23534,2468577,455065,39487,1344,168,316.17968,6610.353876377,75365,82509,152345,183474,1005,238045,425341,27596,4700.63675,542860,20,72.26,76.44,100.41,NA
2022-2023,Aug,31,UTTAR PRADESH,3133,RAE BARELI,2513092,195.350659995073,27,181,4828.220969582,14729,2,27538,2447791,1271784,166747,1963,235,381.53456,9991.53140338201,88323,104079,226704,340590,676,338651,584242,42267,4781.7758738,1026589,37,65.67,79.21,100.72,NA
2022-2023,Aug,31,UTTAR PRADESH,3137,KANPUR NAGAR,1066774,199.062639097005,31,131,411.622761261,4623,0,12337,1057104,471910,41859,12680,1106,148.74313,2664.665011661,33750,39768,69544,96902,397,118213,277620,16960,2104.2991204,265885,34,81.19,91.6,105.59,NA
2022-2023,Aug,31,UTTAR PRADESH,3150,SULTANPUR,3891935,191.923781423415,38,146,3664.24029015,18810,5,21786,3818689,1163026,67017,7038,335,335.56586,11328.77847975,99286,110591,181384,216287,2949,281226,496358,40596,7328.9723296,1605061,50,63.24,63.49,101.02,NA
2022-2023,Aug,31,UTTAR PRADESH,3151,SIDDHARTH NAGAR,7047367,203.120977337063,40,138,6696.016256173,11305,5,29737,7237544,1664573,80173,306,15,440.0283,21837.014664173,178700,196239,285171,336905,3285,394463,591671,41042,14700.970108,3848756,29,63.33,74.71,103.2,NA
2022-2023,Aug,31,UTTAR PRADESH,3153,BASTI,7984377,204.164294901656,43,185,4362.411933438,17854,17,31979,7874164,2035448,103316,566,11,371.03601,20809.679353438,181868,207337,297853,376201,3803,479111,733230,49833,16076.23141,3868083,31,82.56,82.78,107.71,NA
2022-2023,Aug,31,UTTAR PRADESH,3161,VARANASI,1271590,202.419329638566,27,113,1684.622747712,6317,4,17707,1252041,488202,55020,7401,967,180.12766,4399.123406712,46254,57791,95350,146607,358,181106,316886,24024,2534.372999,615359,43,54.22,60.37,101.36,NA
2022-2023,Aug,31,UTTAR PRADESH,3163,SONBHADRA,2562153,206.08473394288,29,287,2893.874328606,11393,2,38722,2777148,927925,90861,787577,88855,318.29325,8935.445645606,93143,125536,194911,299128,1637,267409,591036,50115,5723.278067,1461286,70,91.4,86.88,101.2,NA
2022-2023,Aug,31,UTTAR PRADESH,3167,AMROHA,1888136,195.722962660523,30,145,746.633874357,7722,1,10687,1851606,478186,44013,316,52,174.79884,4545.450834357,60945,72512,112974,158159,998,160139,277780,18409,3624.01812,420457,13,85.92,90.74,101.27,NA
2022-2023,Aug,31,UTTAR PRADESH,3174,SANT KABEER NAGAR,4894295,205.057795896483,38,113,2101.366726768,22372,13,47600,4830490,1651899,80474,5531,209,261.96472,12268.627771768,124831,141257,182610,220475,1777,243101,417120,69972,9905.296325,2504248,65,77.34,80.27,101.97,NA
2022-2023,Sep,31,UTTAR PRADESH,3110,MORADABAD,2330778,201.144278812337,35,129,2186.731758015,6708,3,12389,2209314,454390,37801,1616,122,202.61442,6833.254890015,61873,71940,127430,172489,1130,189630,304616,19097,4443.908712,562402,28,79.84,83.19,101.28,NA
2022-2023,Sep,31,UTTAR PRADESH,3111,RAMPUR,2512474,207.55292651208,37,104,2975.346538631,4732,3,16543,2453723,468202,35821,1363,58,228.58174,8296.702173631,65571,72013,115151,140746,1192,174735,253820,21275,5092.773895,496119,21,62.58,68.36,102.23,NA
2022-2023,Sep,31,UTTAR PRADESH,3114,MUZAFFARNAGAR,745731,192.907397486722,38,18,308.263625819,1315,0,5681,718663,197148,14641,672,104,34.04524,1728.662955819,18794,20325,42306,48010,504,108587,143087,6996,1386.35409,238544,9,69.67,84.69,109.6,NA
2022-2023,Sep,31,UTTAR PRADESH,3116,GHAZIABAD,25,572.729508196721,6,0,0,9,144,20,366,97,8,0,0,0,2.09619,59,67,32,40,0,17259,26225,29,2.09619,144,17,36.85,59.03,100,NA
2022-2023,Sep,31,UTTAR PRADESH,3119,MATHURA,2050732,196.468618989702,35,59,2319.623978508,10463,16,13605,2006140,534896,41257,3912,274,128.9489,6390.008431508,56224,69761,97081,133319,974,153311,271772,24068,3941.435553,740091,8,67.07,71.72,101.21,NA
2022-2023,Sep,31,UTTAR PRADESH,3122,ETAH,1756693,202.273585199187,36,50,2935.600742239,5727,3,12689,1709852,351108,24160,532,40,181.89943,6576.079114239,46268,51500,89257,112270,877,160328,238140,18416,3458.578942,477476,28,78.08,79.58,103.6,NA
2022-2023,Sep,31,UTTAR PRADESH,3128,KHERI,4838660,206.808209516324,33,420,7389.917225146,32458,1,28344,4738027,1858914,179444,68021,7804,417.81876,17606.364790246,139720,168018,325195,458641,4435,545172,881168,60802,9798.6288051,1139089,54,74.41,75.35,100.82,NA
2022-2023,Sep,31,UTTAR PRADESH,3129,SITAPUR,6523785,205.222484148055,35,424,9178.36991991,26398,3,46200,6363888,2543665,239915,4317,320,712.51126,22951.01022191,177255,221753,391994,570527,5179,669586,1258476,72598,13060.129042,1915378,57,54.29,54.71,108.3,NA
2022-2023,Sep,31,UTTAR PRADESH,3136,KANPUR DEHAT,1437788,199.814001835665,30,165,1498.711909688,6253,0,21751,1390232,593607,56047,1217,133,241.65043,4518.240533688,44864,52081,99235,132161,480,163040,378857,28004,2777.878194,372265,41,72.11,80.67,104.4,NA
2022-2023,Sep,31,UTTAR PRADESH,3137,KANPUR NAGAR,1194775,196.391736484756,33,136,620.930417477,5298,0,11927,1175173,520749,41873,13944,1106,159.89729,3088.770368877,35571,42079,69579,96944,659,118292,273741,17225,2307.9426614,290523,34,80.72,91.45,107.3,NA
2022-2023,Sep,31,UTTAR PRADESH,3138,JALAUN,4955829,196.660607943023,43,368,7938.085028082,10242,1,25460,4879125,1588444,84491,318,9,210.3969,17743.798815382,111084,155908,159120,241154,2650,242614,516226,35702,9595.3168873,1776325,38,63.17,66.65,107.08,NA
2022-2023,Sep,31,UTTAR PRADESH,3142,BANDA,1907351,198.11537491358,33,31,4491.896038254,14402,2,21191,1835503,511178,68932,781,23,197.91797,8326.22765825399,54547,74154,150592,248666,1067,270476,550088,35593,3636.41365,852566,67,73.21,60.48,101.88,NA
2022-2023,Sep,31,UTTAR PRADESH,3148,BARABANKI,4532633,206.476875986053,41,153,7720.613284199,12678,0,27908,4419769,1929672,144983,542,49,444.81374,17291.227981199,107411,127552,235353,319582,4202,382522,637516,40586,9125.800957,1482086,36,71.56,73.97,100.91,NA
2022-2023,Sep,31,UTTAR PRADESH,3157,AZAMGARH,4687364,199.330359943696,33,160,6666.938197229,16737,7,39162,4525430,1677216,139546,10161,651,602.12011,16289.614215229,134691,143529,299333,347688,929,508394,718731,55899,9020.555908,2011672,56,62.44,66.44,103.74,NA
2022-2023,Sep,31,UTTAR PRADESH,3158,JAUNPUR,7676250,200.653929646651,40,245,6047.61543471101,45592,12,37504,7545284,2833154,127591,2773,5,598.00864,21785.532923711,186361,195330,295833,324206,4984,506733,684689,83096,15139.908849,3668001,41,77.07,76.45,100.1,NA
2022-2023,Sep,31,UTTAR PRADESH,3160,GHAZIPUR,5745067,196.134753792505,33,206,4969.366266482,12708,1,36477,5654113,1406320,106873,53585,3546,379.46711,16438.513988182,168423,196754,291010,389898,1366,455184,689804,49185,11089.6806117,2334631,49,65.26,63.2,127.63,NA
2022-2023,Sep,31,UTTAR PRADESH,3161,VARANASI,1417269,205.745661626186,28,115,1963.664743367,7670,4,16792,1385450,538459,55059,8239,967,185.6557,4999.823712367,48155,60468,95491,146770,561,181410,315042,24462,2850.503269,677207,42,54.44,61.07,101.34,NA
2022-2023,Sep,31,UTTAR PRADESH,3162,MIRZAPUR,3148684,201.718050774583,35,125,5721.123422575,18711,1,23823,3083984,1357704,125838,31976,3083,296.42047,12238.496303575,87780,115786,192416,289364,2163,320085,574779,42534,6220.952411,1455345,57,70.27,66.02,101.79,NA
2022-2023,Sep,31,UTTAR PRADESH,3167,AMROHA,2265978,192.874429396154,33,161,1159.842563988,8731,1,11402,2211473,562789,44052,416,52,175.5524,5600.760893988,65489,78450,113330,158595,2375,160612,275528,20133,4265.36593,505531,15,86.13,89.94,101.3,NA
2022-2023,Sep,31,UTTAR PRADESH,3174,SANT KABEER NAGAR,5257420,205.820209861258,40,115,3226.401044767,27850,13,43181,5158551,1764528,80504,5860,209,272.45819,14116.199728767,128420,145615,182722,220598,2385,244258,406825,71031,10617.340494,2682248,65,74.15,76.58,101.86,NA
2022-2023,Sep,31,UTTAR PRADESH,3177,CHITRAKOOT,1636730,198.031467477725,34,44,3677.568530822,6167,3,15146,1584760,726225,75302,403,25,164.78732,6980.679334822,45943,64716,105082,171872,1323,155669,307488,21313,3138.323484,724178,60,72.75,73.83,104.66,NA
2022-2023,Sep,31,UTTAR PRADESH,3180,KASHGANJ,1655594,196.608021228363,33,165,3308.662365366,3393,0,6841,1616705,346807,28790,902,72,156.51528,6643.749354966,48309,55936,88915,124312,653,123666,198787,10234,3178.5717096,359107,12,53.51,68.29,100.62,NA
2022-2023,Oct,31,UTTAR PRADESH,3116,GHAZIABAD,32,618.514745308311,6,0,0,9,144,20,373,97,8,0,0,0,2.30706,59,67,32,40,0,17259,26225,29,2.30706,144,17,33.49,54.38,100,NA
2022-2023,Oct,31,UTTAR PRADESH,3118,ALIGARH,2891381,206.090471722384,30,192,2660.621445247,11795,1,21471,2643080,673202,43792,3047,233,135.2925,8243.049985247,85962,96657,138069,167427,1410,235677,323937,33266,5447.13604,608438,23,77.24,85.93,102.5,NA
2022-2023,Oct,31,UTTAR PRADESH,3119,MATHURA,2318633,204.475823912352,37,59,2319.623978508,11397,16,12866,2139639,566417,41267,4034,275,149.24116,6843.909612508,57426,71392,97151,133400,1174,153537,266095,24263,4375.044474,789623,8,66.17,70.7,101.44,NA
2022-2023,Oct,31,UTTAR PRADESH,3126,PILIBHIT,2600690,210.79510038289,27,265,2363.473719253,10344,1,8811,2325994,434524,47562,6194,602,322.1731,7588.728206453,83134,101340,163561,245115,2172,230708,364208,19155,4903.0813872,407639,20,56.42,67.69,101.98,NA
2022-2023,Oct,31,UTTAR PRADESH,3127,SHAHJAHANPUR,2991801,203.290915664027,30,223,4549.198041896,9994,0,20916,2749491,851847,81657,761,72,403.22928,10541.892751896,89374,101922,191030,260565,1559,296665,492909,30910,5589.46543,382726,29,57.04,60.91,114.6,NA
2022-2023,Oct,31,UTTAR PRADESH,3132,LUCKNOW,1154581,208.748954022464,33,74,2559.571678145,4490,5,9380,1073111,714169,73041,2948,308,179.30196,4978.981626145,31906,37305,80215,113164,1268,167831,330707,13870,2240.107988,316299,26,62.55,66.37,100.95,NA
2022-2023,Oct,31,UTTAR PRADESH,3135,ETAWAH,2104048,207.297730649702,37,68,2035.172695501,8357,0,12429,1948355,718976,45093,1978,126,224.69158,6298.759975501,52516,58936,97603,119356,2383,156068,238579,20786,4038.8957,491793,27,61.22,77.23,100.86,NA
2022-2023,Oct,31,UTTAR PRADESH,3138,JALAUN,5618743,202.913598059742,46,385,7938.085028082,11021,1,25004,5320323,1715172,84542,379,9,227.7009,18961.444755782,115199,161883,159269,241347,3339,242993,506434,36025,10795.6588277,1929370,38,62.82,65.84,106.93,NA
2022-2023,Oct,31,UTTAR PRADESH,3140,LALITPUR,3117055,203.827090799683,39,123,4282.11176781401,13480,0,20268,3119273,796145,62926,241956,18574,231.74091,10871.776087814,79027,113559,143189,238555,6504,190575,357306,33748,6357.92341,1281458,56,76.1,83.1,100.86,NA
2022-2023,Oct,31,UTTAR PRADESH,3157,AZAMGARH,5313864,202.956725283929,35,167,6666.938197229,18433,5,38069,4916811,1816617,139636,11364,651,670.69147,17316.628261229,138791,148043,299614,347997,1774,509367,711440,56502,9978.998594,2187610,55,59.69,63.27,103.85,NA
2022-2023,Oct,31,UTTAR PRADESH,3158,JAUNPUR,8657553,201.7027785878,43,258,6047.61543471101,47221,12,37314,8240517,3076219,127624,2989,5,631.43863,23300.405823711,190431,199684,295927,324300,8085,507142,677719,84535,16621.351759,4011065,40,74.96,74.83,100.09,NA
2022-2023,Oct,31,UTTAR PRADESH,3171,CHANDAULI,3610315,209.437705803681,39,224,2763.728743311,11262,1,22906,3300354,1016295,65453,19480,927,337.40851,10013.322954311,83302,112281,132713,200715,1836,217995,411397,34168,6912.185701,1184530,36,71.79,70.9,107.41,NA
2022-2023,Oct,31,UTTAR PRADESH,3172,KUSHI NAGAR,4422057,216.077750245397,35,296,4514.714338199,18043,1,27265,3967046,1079031,83650,22873,1945,493.57155,13580.189636199,111908,132895,222154,301526,2681,417392,620641,45308,8571.903748,1519553,24,63.19,65.19,105.82,NA
2022-2023,Oct,31,UTTAR PRADESH,3180,KASHGANJ,1922425,203.376266803837,35,180,3308.662365366,3644,0,6961,1782703,381931,28821,1019,72,166.99815,7101.255324966,50057,58135,89098,124512,1043,124052,197583,10605,3625.5948096,397119,12,49.35,62.13,100.94,NA
2022-2023,Oct,31,UTTAR PRADESH,3181,AMETHI,3717095,203.211994014081,42,92,4320.023728957,13004,0,19894,3499880,1076463,69457,499,2,410.71031,11842.909975057,82306,99368,156666,213876,3374,258112,409209,32898,7112.1759361,1300092,44,51.92,54.4,102.95,NA
2022-2023,March,31,UTTAR PRADESH,3109,BIJNOR,4384159,211.671169765863,31,281,7315.949151351,12533,6,20951,4321711,1693348,121227,12871,708,600.11178,17063.877158951,138134,171431,196499,280570,5466,283525,399966,33484,9147.81622759999,1200002,33,49.37,57.48,107.75,NA
2022-2023,March,31,UTTAR PRADESH,3116,GHAZIABAD,145,391.093560145808,12,0,0,10,140,24,823,187,8,0,0,0,3.2187,64,78,32,40,0,17259,24914,34,3.2187,360,29,53.15,38.3,100,NA
2022-2023,March,31,UTTAR PRADESH,3130,HARDOI,6775432,210.830831850589,43,266,11227.090299481,28705,1,49983,6881945,2387468,118048,9250,425,1129.25488,26865.607070481,158499,172497,269759,325354,9294,488056,600333,78688,14509.261891,1357807,44,51.17,52.64,106.19,NA
2022-2023,March,31,UTTAR PRADESH,3132,LUCKNOW,1659513,212.884924918769,40,116,3255.400920884,5334,5,12459,1629302,1057466,73188,4682,308,423.21084,7147.150100284,39841,47932,80457,113466,3187,168332,270278,17793,3468.5383394,493298,40,60.19,59.99,108.95,NA
2022-2023,March,31,UTTAR PRADESH,3143,FATEHPUR,4755026,207.856323274956,43,294,10135.305481879,22328,0,33215,4947120,1879623,88333,2663,78,888.43687,21306.644091879,114823,129264,169741,214597,5315,292293,355128,55543,10282.90174,2029259,68,58.16,72.8,101.8,NA
2022-2023,March,31,UTTAR PRADESH,3145,PRAYAGRAJ,6343004,212.433296624632,40,289,10606.933655982,45368,2,44834,6358892,3177991,192910,3310,174,1347.03013,25462.367690382,155456,195081,280114,396743,11102,480679,662905,90202,13508.4039044,2793466,69,60.43,52.35,103.43,NA
2022-2023,March,31,UTTAR PRADESH,3149,AYODHYA,4502115,211.318490493276,45,122,6064.286174096,14604,0,19073,4587227,1805636,92867,6610,363,887.19584,16645.140865996,100002,115891,174863,240697,6239,259116,356557,33677,9693.6588519,2050680,45,58.19,56.36,106.72,NA
2022-2023,March,31,UTTAR PRADESH,3151,SIDDHARTH NAGAR,10164107,212.117116772401,49,213,19101.899241674,25337,7,21643,10080113,2308107,80444,630,15,1035.248,41518.792304674,204829,226442,286227,338057,10768,402345,467482,46980,21381.645063,5422313,32,55.15,66.7,103.67,NA
2022-2023,March,31,UTTAR PRADESH,3153,BASTI,11107710,214.196327860165,52,230,14425.39856211,29966,15,26325,11042537,2850013,103650,612,11,959.38092,39037.48823871,212296,243887,299196,377748,10598,483768,600923,56291,23652.7087566,5479164,31,61.48,61.01,108.83,NA
2022-2023,March,31,UTTAR PRADESH,3157,AZAMGARH,7057968,208.527461894894,42,247,12245.337676543,35043,2,30047,7375652,2740392,140242,16712,662,1339.85084,28965.448430343,172595,185578,301167,349670,8759,522187,606727,65090,15380.2599138,3361821,57,54.08,56.16,106.1,NA
2022-2023,March,31,UTTAR PRADESH,3160,GHAZIPUR,7912228,212.418414438613,39,227,9542.382623828,29706,1,33958,7619541,1884192,107073,74226,3564,1000.34931,26728.040113528,193483,226936,291987,390954,4852,461828,596843,63664,16185.3081797,3193233,57,53.67,52.3,123.14,NA
2022-2023,March,31,UTTAR PRADESH,3166,HATHRAS,1510498,210.679003669375,38,33,1505.383818014,3169,8,8620,1439482,482778,27043,1186,51,280.0836,4818.153753614,37213,43897,61583,80977,2513,98140,119728,11789,3032.6863356,278187,15,67.44,70.24,108.73,NA
2022-2023,March,31,UTTAR PRADESH,3173,SANT RAVIDAS NAGAR,1869297,211.307341992411,40,56,2768.020369041,13231,13,15514,1911443,790982,41054,7645,355,379.42042,7186.460186041,47481,59292,72959,99864,1970,128359,187657,28745,4039.019397,942043,66,71.49,65.09,111.6,NA
2022-2023,March,31,UTTAR PRADESH,3177,CHITRAKOOT,2437320,212.371186330383,43,59,6055.224921251,12154,3,15466,2474100,1155064,75442,539,27,508.81815,11818.318592251,56912,80820,105378,172276,4162,157439,282364,27620,5254.275521,1123336,67,50.63,48.92,108.49,NA
2022-2023,March,31,UTTAR PRADESH,3181,AMETHI,4653446,211.036186272857,49,123,8313.893963472,17000,0,23629,4756882,1431761,69733,541,2,706.00657,19058.642891772,96036,117304,157811,215300,9422,264164,345496,40629,10038.7423583,1784010,51,50.69,51.61,106.15,NA
2022-2023,Feb,31,UTTAR PRADESH,3115,MEERUT,992653,212.484557813995,50,24,461.762268245,1137,7,5346,945835,413348,13767,7101,152,10.79134,2482.306925645,18850,21369,26067,30955,812,60516,76255,6483,2009.7533174,360381,14,57.59,77.84,107.94,NA
2022-2023,Feb,31,UTTAR PRADESH,3118,ALIGARH,3399825,206.804102674297,35,206,3295.337765132,13699,1,21759,3311150,824697,43874,3748,233,202.65307,10345.584880832,93257,105419,138594,167979,3545,237523,303013,35458,6847.5940457,776717,25,69.7,75.82,104.73,NA
2022-2023,Feb,31,UTTAR PRADESH,3133,RAE BARELI,4547893,195.415420788558,39,253,7115.646212055,21409,1,33101,4660785,2372954,167130,3305,237,664.09542,16887.634251855,118886,146511,227520,341524,5703,340642,533699,54510,9107.89261980001,1912081,44,53.73,62.01,106.37,NA
2022-2023,Feb,31,UTTAR PRADESH,3135,ETAWAH,2594584,208.703988172339,43,95,3167.347132083,10178,0,13188,2593243,956016,45165,2614,126,321.43097,8900.979666083,59843,67798,97812,119590,4887,157464,202990,23366,5412.201564,659916,32,54.26,68.89,101.81,NA
2022-2023,Feb,31,UTTAR PRADESH,3137,KANPUR NAGAR,1615618,204.426596540601,39,170,821.677208567,6304,0,13126,1587617,689328,41989,19220,1106,279.05529,4346.243897767,40462,48381,69822,97257,2300,119333,170454,19430,3245.5113992,380423,39,73.16,82.85,110.73,NA
2022-2023,Feb,31,UTTAR PRADESH,3145,PRAYAGRAJ,6099323,208.525538686127,41,265,7572.366384213,43696,2,33314,6038405,3050550,192887,3225,174,902.5528,21066.535738513,144709,181594,279952,396546,10454,479333,692789,77010,12591.6165543,2633704,65,61.72,53.89,103.5,NA
2022-2023,Feb,31,UTTAR PRADESH,3151,SIDDHARTH NAGAR,9710086,207.372660586151,48,208,12682.94593389,23754,5,21288,9757177,2235334,80443,624,15,742.45578,33659.11925689,201808,222893,286217,338044,9856,401051,515799,45042,20233.717543,5241251,30,55.62,66.82,103.71,NA
2022-2023,Feb,31,UTTAR PRADESH,3158,JAUNPUR,10459431,206.549716512059,51,281,9667.60694586601,53829,12,40981,10699150,3964521,127692,3233,5,957.09167,32723.762610066,206011,216534,296139,324513,21940,511807,573847,94810,22099.0639942,5221453,44,61.85,64.24,100.27,NA
